course_title,course_code,prereq_courses,same_subjects,course_desc
6.846 Parallel Computing,6.846,['6.004'],[],"Introduction to parallel and multicore computer architecture and programming. Topics include the design and implementation of multicore processors; networking, video, continuum, particle and graph applications for multicores; communication and synchronization algorithms and mechanisms; locality in parallel computations; computational models, including shared memory, streams, message passing, and data parallel; multicore mechanisms for synchronization, cache coherence, and multithreading. Performance evaluation of multicores; compilation and runtime systems for parallel computing. Substantial project required. "
"6.849 Geometric Folding Algorithms: Linkages, Origami, Polyhedra",6.849,['6.046'],[],"Covers discrete geometry and algorithms underlying the reconfiguration of foldable structures, with applications to robotics, manufacturing, and biology. Linkages made from one-dimensional rods connected by hinges: constructing polynomial curves, characterizing rigidity, characterizing unfoldable versus locked, protein folding. Folding two-dimensional paper (origami): characterizing flat foldability, algorithmic origami design, one-cut magic trick. Unfolding and folding three-dimensional polyhedra: edge unfolding, vertex unfolding, gluings, Alexandrov's Theorem, hinged dissections. "
6.850 Geometric Computing,6.850,['6.046'],[],"Introduction to the design and analysis of algorithms for geometric problems, in low- and high-dimensional spaces. Algorithms: convex hulls, polygon triangulation, Delaunay triangulation, motion planning, pattern matching. Geometric data structures: point location, Voronoi diagrams, Binary Space Partitions. Geometric problems in higher dimensions: linear programming, closest pair problems. High-dimensional nearest neighbor search and low-distortion embeddings between metric spaces. Geometric algorithms for massive data sets: external memory and streaming algorithms. Geometric optimization. "
6.851 Advanced Data Structures,6.851,['6.046'],[],More advanced and powerful data structures for answering several queries on the same data. Such structures are crucial in particular for designing efficient algorithms. Dictionaries; hashing; search trees. Self-adjusting data structures; linear search; splay trees; dynamic optimality. Integer data structures; word RAM. Predecessor problem; van Emde Boas priority queues; y-fast trees; fusion trees. Lower bounds; cell-probe model; round elimination. Dynamic graphs; link-cut trees; dynamic connectivity. Strings; text indexing; suffix arrays; suffix trees. Static data structures; compact arrays; rank and select. Succinct data structures; tree encodings; implicit data structures. External-memory and cache-oblivious data structures; B-trees; buffer trees; tree layout; ordered-file maintenance. Temporal data structures; persistence; retroactivity. 
6.852[J] Distributed Algorithms,6.852[J],['6.046'],['18.437[J]'],"Design and analysis of concurrent algorithms, emphasizing those suitable for use in distributed networks. Process synchronization, allocation of computational resources, distributed consensus, distributed graph algorithms, election of a leader in a network, distributed termination, deadlock detection, concurrency control, communication, and clock synchronization. Special consideration given to issues of efficiency and fault tolerance. Formal models and proof methods for distributed computation. "
6.853 Topics in Algorithmic Game Theory,6.853,"['6.006', '6.046']",[],"Presents research topics at the interface of computer science and game theory, with an emphasis on algorithms and computational complexity. Explores the types of game-theoretic tools that are applicable to computer systems, the loss in system performance due to the conflicts of interest of users and administrators, and the design of systems whose performance is robust with respect to conflicts of interest inside the system. Algorithmic focus is on algorithms for equilibria, the complexity of equilibria and fixed points, algorithmic tools in mechanism design, learning in games, and the price of anarchy. "
6.854[J] Advanced Algorithms,6.854[J],"['6.046', '6.042', '18.600', '6.041']",['18.415[J]'],"First-year graduate subject in algorithms. Emphasizes fundamental algorithms and advanced methods of algorithmic design, analysis, and implementation. Surveys a variety of computational models and the algorithms for them. Data structures, network flows, linear programming, computational geometry, approximation algorithms, online algorithms, parallel algorithms, external memory, streaming algorithms. "
6.855 Sublinear Time Algorithms,6.855,['6.046'],[],"Sublinear time algorithms understand parameters and properties of input data after viewing only a minuscule fraction of it. Tools from number theory, combinatorics, linear algebra, optimization theory, distributed algorithms, statistics, and probability are covered. Topics include: testing and estimating properties of distributions, functions, graphs, strings, point sets, and various combinatorial objects. "
6.856[J] Randomized Algorithms,6.856[J],"['6.041', '6.042', '6.046', '6.854']",['18.416[J]'],"Studies how randomization can be used to make algorithms simpler and more efficient via random sampling, random selection of witnesses, symmetry breaking, and Markov chains. Models of randomized computation. Data structures: hash tables, and skip lists. Graph algorithms: minimum spanning trees, shortest paths, and minimum cuts. Geometric algorithms: convex hulls, linear programming in fixed or arbitrary dimension. Approximate counting; parallel algorithms; online algorithms; derandomization techniques; and tools for probabilistic analysis of algorithms. "
6.857 Applied Cryptography and Security,6.857,"['6.033', '6.042']",[],"Emphasis on applied cryptography and may include: basic notion of systems security, cryptographic hash functions, symmetric cryptography (one-time pad, stream ciphers, block ciphers), cryptanalysis, secret-sharing, authentication codes, public-key cryptography (encryption, digital signatures), public-key attacks, elliptic curve cryptography; pairing functions, fully homomorphic encryption, differential privacy,  bitcoin, viruses, electronic voting, Assignments include a group final project. Topics may vary year to year. "
6.858 Computer Systems Security,6.858,"['6.031', '6.033']",[],"Design and implementation of secure computer systems. Lectures cover attacks that compromise security as well as techniques for achieving security, based on recent research papers. Topics include operating system security, privilege separation, capabilities, language-based security, cryptographic network protocols, trusted hardware, and security in web applications and mobile phones. Labs involve implementing and compromising a web application that sandboxes arbitrary code, and a group final project. "
6.859 Interactive Data Visualization,6.859,['6.031'],[],"<p style=""margin-left:18.45pt"">Interactive visualization provides a means of making sense of a world awash in data. Covers the techniques and algorithms for creating effective visualizations, using principles from graphic design, perceptual psychology, and cognitive science. Short assignments build familiarity with the data analysis and visualization design process, and a final project provides experience designing, implementing, and deploying an explanatory narrative visualization or visual analysis tool to address a concrete challenge. "
6.860[J] Statistical Learning Theory and Applications,6.860[J],"['6.041', '6.867', '18.06']",['9.520[J]'],See description under subject 9.520[J]. 
6.861[J] Aspects of a Computational Theory of Intelligence,6.861[J],[],['9.523[J]'],See description under subject 9.523[J]. 
6.862 Applied Machine Learning,6.862,[],[],"Introduces principles, algorithms, and applications of machine learning from the point of view of modeling and prediction; formulation of learning problems; representation, over-fitting, generalization;  classification, regression, reinforcement learning; and methods such as linear classifiers, feed-forward, convolutional, and recurrent networks. Students taking graduate version complete different assignments. Meets with 6.036 when offered concurrently.  Recommended prerequisites: 18.06 and 6.006. Enrollment limited; no listeners."
6.863[J] Natural Language and the Computer Representation of Knowledge,6.863[J],['6.034'],['9.611[J]'],"Explores the relationship between the computer representation and acquisition of knowledge and the structure of human language, its acquisition, and hypotheses about its differentiating uniqueness. Emphasizes development of analytical skills necessary to judge the computational implications of grammatical formalisms and their role in connecting human intelligence to computational intelligence. Uses concrete examples to illustrate particular computational issues in this area. "
6.864 Quantitative Methods for Natural Language Processing,6.864,['6.046'],[],"Introduces the study of human language from a computational perspective, including syntactic, semantic and discourse processing models. Emphasizes machine learning methods and algorithms. Uses these methods and models in applications such as syntactic parsing, information extraction, statistical machine translation, dialogue systems. Students taking graduate version complete additional assignments. "
6.865 Advanced Computational Photography,6.865,"['18.02|18.02A|18.022|18.024', '6.031']",[],"Presents fundamentals and applications of hardware and software techniques used in digital and computational photography, with an emphasis on software methods. Provides sufficient background to implement solutions to photographic challenges and opportunities. Topics include cameras and image formation, image processing and image representations, high-dynamic-range imaging, human visual perception and color, single view 3-D model reconstruction, morphing, data-rich photography, super-resolution, and image-based rendering. Students taking graduate version complete additional assignments. "
6.866 Machine Vision,6.866,['6.003'],[],Intensive introduction to the process of generating a symbolic description of the environment from an image. Students expected to attend the 6.801 lectures as well as occasional seminar meetings on special topics. Material presented in 6.801 is supplemented by reading from the literature. Students required to implement a project on a topic of their choice from the material covered. 
6.867 Machine Learning,6.867,"['18.06', '6.008', '6.041', '18.600']",[],"Principles, techniques, and algorithms in machine learning from the point of view of statistical inference; representation, generalization, and model selection; and methods such as linear/additive models, active learning, boosting, support vector machines, non-parametric Bayesian methods, hidden Markov models, Bayesian networks, and convolutional and recurrent neural networks. Recommended prerequisite: 6.036 or other previous experience in machine learning. Enrollment may be limited."
6.869 Advances in Computer Vision,6.869,"['18.06', '6.042']",[],"Advanced topics in computer vision with a focus on the use of machine learning techniques and applications in graphics and human-computer interface. Covers image representations, texture models, structure-from-motion algorithms, Bayesian techniques, object and scene recognition, tracking, shape modeling, and image databases. Applications may include face recognition, multimodal interaction, interactive systems, cinematic special effects, and photorealistic rendering. Covers topics complementary to 6.866. Students taking graduate version complete additional assignments. "
6.870 Advanced Topics in Computer Vision,6.870,"['6.801', '6.869']",[],"Seminar exploring advanced research topics in the field of computer vision; focus varies with lecturer. Typically structured around discussion of assigned research papers and presentations by students. Example research areas explored in this seminar include learning in vision, computational imaging techniques, multimodal human-computer interaction, biomedical imaging, representation and estimation methods used in modern computer vision. "
6.871[J] Machine Learning for Healthcare,6.871[J],"['6.034', '6.036', '6.438', '6.806', '6.867', '9.520']",['HST.956[J]'],"Introduces students to machine learning in healthcare, including the nature of clinical data and the use of machine learning for risk stratification, disease progression modeling, precision medicine, diagnosis, subtype discovery, and improving clinical workflows. Topics include causality, interpretability, algorithmic fairness, time-series analysis, graphical models, deep learning and transfer learning. Guest lectures by clinicians from the Boston area, and projects with real clinical data, emphasize subtleties of working with clinical data and translating machine learning into clinical practice. Limited to 55."
6.874[J] Computational Systems Biology: Deep Learning in the Life Sciences,6.874[J],"['7.012|7.013|7.014|7.015|7.016', '18.600', '6.041']",['HST.506[J]'],"Presents innovative approaches to computational problems in the life sciences, focusing on deep learning-based approaches with comparisons to conventional methods. Topics include protein-DNA interaction, chromatin accessibility, regulatory variant interpretation, medical image understanding, medical record understanding, therapeutic design, and experiment design (the choice and interpretation of interventions). Focuses on machine learning model selection, robustness, and interpretation. Teams complete a multidisciplinary final research project using TensorFlow or other framework. Provides a comprehensive introduction to each life sciences problem, but relies upon students understanding probabilistic problem formulations. Students taking graduate version complete additional assignments. "
6.875[J] Cryptography and Cryptanalysis,6.875[J],['6.046'],['18.425[J]'],"A rigorous introduction to modern cryptography. Emphasis on the fundamental cryptographic primitives of public-key encryption, digital signatures, pseudo-random number generation, and basic protocols and their computational complexity requirements. "
6.876 Advanced Topics in Cryptography,6.876,['6.875'],[],In-depth exploration of recent results in cryptography. 
6.877[J] Principles of Autonomy and Decision Making,6.877[J],"['6.0002', '6.01']",['16.413[J]'],See description under subject 16.413[J]. 
"6.878[J] Advanced Computational Biology: Genomes, Networks, Evolution",6.878[J],"['7.012|7.013|7.014|7.015|7.016', '6.006', '6.041']",['HST.507[J]'],"See description for 6.047. Additionally examines recent publications in the areas covered, with research-style assignments. A more substantial final project is expected, which can lead to a thesis and publication. "
6.881 Advanced Topics in Artificial Intelligence,6.881,[],[],Advanced study of topics in artificial intelligence. Specific focus varies from year to year. Consult department for details. 
6.882 Advanced Topics in Artificial Intelligence,6.882,[],[],Advanced study of topics in artificial intelligence. Specific focus varies from year to year. Consult department for details. 
6.883 Advanced Topics in Artificial Intelligence,6.883,[],[],Advanced study of topics in artificial intelligence. Specific focus varies from year to year. Consult department for details. 
6.884 Advanced Topics in Artificial Intelligence,6.884,[],[],Advanced study of topics in artificial intelligence. Specific focus varies from year to year. Consult department for details. 
6.885 Advanced Topics in Computer Systems,6.885,[],[],Advanced study of topics in computer systems. Specific focus varies from year to year. Consult department for details. 
6.886 Advanced Topics in Computer Systems,6.886,[],[],Advanced study of topics in computer systems. Specific focus varies from year to year. Consult department for details. 
6.887 Advanced Topics in Computer Systems,6.887,[],[],Advanced study of topics in computer systems. Specific focus varies from year to year. Consult department for details. 
6.888 Advanced Topics in Computer Systems,6.888,[],[],Advanced study of topics in computer systems. Specific focus varies from year to year. Consult department for details. 
6.889 Advanced Topics in Theoretical Computer Science,6.889,[],[],Advanced study of topics in theoretical computer science. Specific focus varies from year to year. Consult department for details. 
6.890 Advanced Topics in Theoretical Computer Science,6.890,[],[],Advanced study of topics in theoretical computer science. Specific focus varies from year to year. Consult department for details. 
6.891 Advanced Topics in Theoretical Computer Science,6.891,[],[],Advanced study of topics in theoretical computer science. Specific focus varies from year to year. Consult department for details. 
6.892 Advanced Topics in Theoretical Computer Science,6.892,[],[],Advanced study of topics in theoretical computer science. Specific focus varies from year to year. Consult department for details. 
6.893 Advanced Topics in Theoretical Computer Science,6.893,[],[],Advanced study of topics in theoretical computer science. Specific focus varies from year to year. Consult department for details. 
6.894 Advanced Topics in Graphics and Human-Computer Interfaces,6.894,[],[],Advanced study of topics in graphics and human-computer interfaces. Specific focus varies from year to year. Consult department for details. 
6.895 Advanced Topics in Graphics and Human-Computer Interfaces,6.895,[],[],Advanced study of topics in graphics and human-computer interfaces. Specific focus varies from year to year. Consult department for details. 
6.896 Advanced Topics in Graphics and Human-Computer Interfaces,6.896,[],[],Advanced study of topics in graphics and human-computer interfaces. Specific focus varies from year to year. Consult department for details. 
6.897 Advanced Topics in Computer Graphics,6.897,['6.837'],[],"In-depth study of an active research topic in computer graphics. Topics change each term. Readings from the literature, student presentations, short assignments, and a programming project. "
6.901[J] Engineering Innovation: Moving Ideas to Impact,6.901[J],[],['15.359[J]'],See description under subject 15.359[J]. 
6.9021[J] Introduction to Design Thinking and Innovation in Engineering,6.9021[J],[],"['2.7231[J]', '16.6621[J]']","Introduces students to concepts of design thinking and innovation that can be applied to any engineering discipline. Focuses on introducing an iterative design process, a systems-thinking approach for stakeholder analysis, methods for articulating design concepts, methods for concept selection, and techniques for testing with users. Provides an opportunity for first-year students to explore product or system design and development, and to build their understanding of what it means to lead and coordinate projects in engineering design. Subject can count toward the 6-unit discovery-focused credit limit for first-year students. Enrollment limited to 25; priority to first-year students."
6.902A Design Thinking and Innovation Leadership for Engineers (6.902),6.902A,[],[],"Introductory subject in design  thinking and innovation. Develops students' ability to conceive, implement, and evaluate successful projects in any engineering discipline. Lessons focus on an iterative  design process, a systems-thinking approach for stakeholder analysis, methods for articulating  design concepts, methods for concept selection, and techniques for testing with users. "
6.902B Design Thinking and Innovation Project (New),6.902B,['6.902A'],[],"Project-based subject. Students employ design-thinking techniques learned in 6.902A to develop a robust  speech-recognition  application using a web-based platform.  Students practice in leadership and teamwork  skills as they collaboratively  conceive, implement, and iteratively refine their designs  based on user feedback.  Topics covered include techniques for leading the  creative process in teams, the  ethics of engineering  systems, methods for articulating designs with group collaboration, identifying and reconciling paradoxes of engineering designs, and communicating solution concepts with impact. Students present oral presentations and receive feedback to sharpen their communication skills. "
"6.903 Patents, Copyrights, and the Law of Intellectual Property",6.903,[],[],"Intensive introduction to the law, focusing on intellectual property, patents, copyrights, trademarks, and trade secrets. Covers the process of drafting and filing patent applications, enforcement of patents in the courts,  the differences between US and international IP laws and enforcement mechanisms, and the inventor's ability to monetize and protect his/her innovations. Highlights current legal issues and trends relating to  the technology,  and life sciences industries. Readings include judicial opinions and statutory material. Class  projects include patent drafting, patent searching, and  patentability opinions, and courtroom presentation. "
6.904 Ethics for Engineers,6.904,[],[],See description under subject 10.01. 
6.9041 Ethics for Engineers - Independent Inquiry,6.9041,[],[],"Explores the ethical principles by which an engineer ought to be guided. Integrates foundational texts in ethics with case studies illustrating ethical problems arising in the practice of engineering. Readings from classic sources including Aristotle, Kant, Machiavelli, Hobbes, Locke, Rousseau, Franklin, Tocqueville, Arendt, and King. Case studies include articles and films that address engineering disasters, safety, biotechnology, the internet and AI, and the ultimate scope and aims of engineering.   Different sections may focus on themes, such as AI or biotechnology. To satisfy the independent inquiry component of this subject, students expand the scope of their term project. Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues. "
6.905 Large-scale Symbolic Systems,6.905,['6.034'],[],"Concepts and techniques for the design and implementation of large software systems that can be adapted to uses not anticipated by the designer. Applications include compilers, computer-algebra systems, deductive systems, and some artificial intelligence applications. Covers means for decoupling goals from strategy, mechanisms for implementing additive data-directed invocation, work with partially-specified entities, and how to manage multiple viewpoints. Topics include combinators, generic operations, pattern matching, pattern-directed invocation, rule systems, backtracking, dependencies, indeterminacy, memoization, constraint propagation, and incremental refinement. Students taking graduate version complete additional assignments. "
6.906 StartMIT: Workshop for Entrepreneurs and Innovators,6.906,[],[],"Designed for students who are interested in entrepreneurship and want to explore the potential commercialization of their research project. Introduces practices for building a successful company, such as idea creation and validation, defining a value proposition, building a team, marketing, customer traction, and possible funding models. Students taking graduate version complete different assignments. "
6.910 Independent Study in Electrical Engineering and Computer Science,6.910,[],[],Opportunity for independent study at the undergraduate level under regular supervision by a faculty member.  Study plans  require prior approval. 
6.911 Engineering Leadership Lab,6.911,['6.912'],[],"Develops leadership, teamwork and communication skills by exposing students to leadership frameworks, models, and cases within an engineering context in an interactive, practice-based environment. Students are members of and lead teams, participate in guided reflections on individual and team successes, and discover opportunities for improvement in controlled settings. Experiential learning includes design-implement activities, role-play simulations, small group discussions, and performance and peer assessments by and of other students. Includes frequent engineering industry-guest participation. Content is frequently student-driven. First year Gordon Engineering Leadership Program (GEL) students register for 6.911. Second year GEL Program students register for 6.913. Preference to students enrolled in the Bernard M. Gordon-MIT Engineering Leadership Program."
6.912 Engineering Leadership,6.912,['6.911'],[],"Exposes students to the models and methods of engineering leadership within the contexts of conceiving, designing, implementing and operating products, processes and systems. Introduces the Capabilities of Effective Engineering Leaders, and models and theories related to the capabilities. Discusses the appropriate times and reasons to use particular models to deliver engineering success. Includes occasional guest speakers or panel discussions. May be repeated for credit once with permission of instructor. Preference to first-year students in the Gordon Engineering Leadership Program."
6.913 Engineering Leadership Lab,6.913,"['6.911', '6.912']",[],"Advances students' leadership, teamwork and communication skills through further exposure to leadership frameworks, models, and cases within an engineering context in an interactive, practice-based environment. Students coach others, assess performance, and lead guided reflections on individual and team successes, while discovering opportunities for improvement. Students assist with programmatic planning and implementation of role-play simulations, small group discussions, and performance and peer assessments by and of other students and by instructors. Includes frequent engineering industry-guest participation and involvement. Content is frequently student-led. Second year Gordon Engineering Leadership Program (GEL) Program students register for 6.913. Preference to students enrolled in the second year of the Gordon-MIT Engineering Leadership Program."
6.914 Project Engineering,6.914,"['6.911', '6.912']",[],"Students attend and participate in a four-day off-site workshop covering an introduction to basic principles, methods, and tools for project management in a realistic context. In teams, students create a plan for a project of their choice in one of several areas, including: aircraft modification, factory automation, flood prevention engineering, solar farm engineering, small-business digital transformation/modernization, and disaster response, among others. Develops skills applicable to the planning and management of complex engineering projects. Topics include cost-benefit analysis, resource and cost estimation, and project control and delivery which are practiced during an experiential, team-based activity. Case studies highlight projects in both hardware/software and consumer packaged goods. Preference to students in the Bernard M. Gordon-MIT Engineering Leadership Program."
6.915[J] Leading Innovation in Teams,6.915[J],[],['16.671[J]'],"Empowers future innovators in engineering and technology with a foundation of leadership and teamwork skills. Grounded in research but practical in focus, equips students with leadership competencies such as building self-awareness, motivating and developing others, influencing without authority, managing conflict, and communicating effectively. Teamwork skills include how to convene, launch, and develop various types of teams, including project teams. Reviews recent advances in implementing innovations and building personal capacity for lifelong learning as a leading innovator. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery."
6.920 Practical Internship Experience,6.920,[],[],"For Course 6 students participating in curriculum-related off-campus internship experiences in electrical engineering or computer science. Before enrolling, students must have an employment offer from a company or organization and must find an EECS supervisor. Upon completion of the internship the student must submit a letter from the employer evaluating the work accomplished, a substantive final report from the student, approved by the MIT supervisor. Subject to departmental approval. Consult Department Undergraduate Office for details on procedures and restrictions. "
6.921 6-A Internship,6.921,[],[],Provides academic credit for the first assignment of 6-A undergraduate students at companies affiliated with the department's 6-A internship program. Limited to students participating in the 6-A internship program.
6.922 Advanced 6-A Internship,6.922,['6.921'],[],Provides academic credit for the second assignment of 6-A undergraduate students at companies affiliated with the department's 6-A internship program. Limited to students participating in the 6-A internship program.
6.927 Negotiation and Influence Skills for Technical Leaders (New),6.927,[],[],"Focuses  around the premise that the abilities to negotiate with, and influence others, are essential to being an effective leader in technology rich environments. Provides graduate students with underlying principles and a repertoire of negotiation and influence skills that apply to interpersonal situations, particularly those where an engineer or project leader lacks formal authority over others in delivering results. Utilizes research-based approaches through the application of multiple learning methods, including experiential role plays, case studies, assessments, feedback, and personal reflections. Concepts such as the zone of possible agreements, best alternative to negotiated agreements, and sources of influence are put into practice. Satisfies the requirements for the Graduate Certificate in Technical Leadership. "
6.928[J] Leading Creative Teams,6.928[J],[],"['15.674[J]', '16.990[J]']","Prepares students to lead teams charged with developing creative solutions in engineering and technical environments. Grounded in research but practical in focus, equips students with leadership competencies such as building self-awareness, motivating and developing others, creative problem solving, influencing without authority, managing conflict, and communicating effectively. Teamwork skills include how to convene, launch, and develop various types of teams, including project teams. Learning methods emphasize personalized and experiential skill development. Enrollment limited."
6.929[J] Energy Technology and Policy: From Principles to Practice,6.929[J],[],"['5.00[J]', '10.579[J]', '22.813[J]']","Develops analytical skills to lead a successful technology implementation with an integrated approach that combines technical, economical and social perspectives. Considers corporate and government viewpoints as well as international aspects, such as nuclear weapons proliferation and global climate issues. Discusses technologies such as oil and gas, nuclear, solar, and energy efficiency. Limited to 100."
6.930 Management in Engineering,6.930,[],[],See description under subject 2.96. Restricted to juniors and seniors.
"6.934[J] Engineering, Economics and Regulation for Energy Access in Developing Countries",6.934[J],[],['15.017[J]'],See description under subject 15.017[J]. 
6.935[J] Financial Market Dynamics and Human Behavior,6.935[J],"['15.401', '15.414', '15.415']",['15.481[J]'],See description under subject 15.481[J]. 
6.936[J] StartMIT: Workshop for Entrepreneurs and Innovators,6.936[J],[],['15.352[J]'],"Designed for students who are interested in entrepreneurship and want to explore the potential commercialization of their research project. Introduces practices for building a successful company, such as idea creation and validation, defining a value proposition, building a team, marketing, customer traction, and possible funding models. Students taking graduate version complete different assignments. "
6.941 Statistics for Research Projects: Statistical Modeling and Experiment Design,6.941,[],[],"Practical introduction to data analysis, statistical modeling, and experimental design, intended to provide essential skills for conducting research. Covers basic techniques such as hypothesis-testing and regression models for both traditional experiments and newer paradignms such as evaluating simulations. Assignments reinforce techniques through analyzing sample datasets and reading case studies. Students with research projects will be encouraged to share their experiences and project-specific questions. "
6.943[J] How to Make (Almost) Anything,6.943[J],[],"['4.140[J]', 'MAS.863[J]']",See description under subject MAS.863[J]. 
6.945 Large-scale Symbolic Systems,6.945,['6.034'],[],"Concepts and techniques for the design and implementation of large software systems that can be adapted to uses not anticipated by the designer. Applications include compilers, computer-algebra systems, deductive systems, and some artificial intelligence applications. Covers means for decoupling goals from strategy, mechanisms for implementing additive data-directed invocation, work with partially-specified entities, and how to manage multiple viewpoints. Topics include combinators, generic operations, pattern matching, pattern-directed invocation, rule systems, backtracking, dependencies, indeterminacy, memoization, constraint propagation, and incremental refinement. Students taking graduate version complete additional assignments. "
6.946[J] Classical Mechanics: A Computational Approach,6.946[J],"['8.01|8.01L|8.011|8.012', '18.03']","['8.351[J]', '12.620[J]']",See description under subject 12.620[J]. 
6.951 Graduate 6-A Internship,6.951,"['6.921', '6.922']",[],Provides academic credit for a graduate assignment of graduate 6-A students at companies affiliated with the department's 6-A internship program. Limited to graduate students participating in the 6-A internship program.
6.952 Graduate 6-A Internship,6.952,['6.951'],[],Provides academic credit for graduate students in the second half of their 6-A MEng industry internship. Limited to graduate students participating in the 6-A internship program.
6.960 Introductory Research in Electrical Engineering and Computer Science,6.960,[],[],"Enrollment restricted to first-year graduate students in Electrical Engineering and Computer Science who are doing introductory research leading to an SM, EE, ECS, PhD, or ScD thesis. Opportunity to become involved in graduate research, under guidance of a staff member, on a problem of mutual interest to student and supervisor. Individual programs subject to approval of professor in charge. "
6.961 Introduction to Research in Electrical Engineering and Computer Science,6.961,[],[],"Seminar on topics related to research leading to an SM, EE, ECS, PhD, or ScD thesis. Limited to first-year regular graduate students in EECS with a fellowship or teaching assistantship."
6.962 Independent Study in Electrical Engineering and Computer Science,6.962,[],[],Opportunity for independent study under regular supervision by a faculty member. Projects require prior approval. 
6.963 Networking Seminars in EECS,6.963,[],[],"For first year Course 6 students in the SM/PhD track, who seek weekly engagement with departmental faculty and staff, to discuss topics related to the graduate student experience, and to promote a successful start to graduate school. "
6.980 Teaching Electrical Engineering and Computer Science,6.980,[],[],"For qualified students interested in gaining teaching experience. Classroom, tutorial, or laboratory teaching under the supervision of a faculty member. Enrollment limited by availability of suitable teaching assignments."
6.981 Teaching Electrical Engineering and Computer Science,6.981,[],[],"For Teaching Assistants in Electrical Engineering and Computer Science, in cases where teaching assignment is approved for academic credit by the department. "
6.991 Research in Electrical Engineering and Computer Science,6.991,[],[],"For EECS MEng students who are Research Assistants in Electrical Engineering and Computer Science, in cases where the assigned research is approved for academic credit by the department. Hours arranged with research supervisor. "
6.994 Professional Perspective I,6.994,[],[],"Required for Course 6 students in the doctoral program to gain professional perspective in research experiences, academic experiences, and internships in electrical engineering and computer science. Professional perspective options include: internships (with industry, government or academia), industrial colloquia or seminars, research collaboration with industry or government, and professional development for entry into academia or entrepreneurial engagement. For an internship experience, an offer of employment from a company or organization is required prior to enrollment; employers must document work accomplished. A written report is required upon completion of a minimum of 4 weeks of off-campus experiences. Proposals subject to departmental approval. "
6.995 Professional Perspective II,6.995,['6.994'],[],"Required for Course 6 students in the doctoral program to gain professional perspective in research experiences, academic experiences, and internships in electrical engineering and computer science. Professional perspective options include: internships (with industry, government or academia), industrial colloquia or seminars, research collaboration with industry or government, and professional development for entry into academia or entrepreneurial engagement. For an internship experience, an offer of employment from a company or organization is required prior to enrollment; employers must document work accomplished. A written report is required upon completion of a minimum of 4 weeks of off-campus experiences. Proposals subject to departmental approval. "
6.997 Professional Perspective Internship,6.997,[],[],"Required for Course 6 students in the MEng program to gain professional perspective in research experiences or internships in electrical engineering or computer science. Before enrolling, students must have an offer of employment from a company or organization. Employers must document the work accomplished. Written report required upon completion of a minimum of four weeks of off-campus experience. Proposals subject to departmental approval. For international students who begin the MEng program in the same summer as the proposed experience, internship may not begin earlier than the first day of the Summer Session. "
6.998 Practical Experience in EECS,6.998,[],[],"For Course 6 students in the MEng program who seek practical off-campus research experiences or internships in electrical engineering or computer science. Before enrolling, students must have an offer of employment from a company or organization and secure a supervisor within EECS. Employers must document the work accomplished. Proposals subject to departmental approval. For students who begin the MEng program in the summer only, the experience or internship cannot exceed 20 hours per week and must begin no earlier than the first day of the Summer Session, but may end as late as the last business day before the Fall Term. "
6.EPE UPOP Engineering Practice Experience,6.EPE,['2.EPW'],[],See description under subject 2.EPE. 
6.EPW UPOP Engineering Practice Workshop,6.EPW,[],[],See description under subject 2.EPW. Enrollment limited.
6.S897 Special Subject in Computer Science,6.S897,[],[],Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S898 Special Subject in Computer Science,6.S898,[],[],Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S899 Special Subject in Computer Science,6.S899,[],[],Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S911 Special Subject in Electrical Engineering and Computer Science,6.S911,[],[],Covers subject matter not offered in the regular curriculum. 
6.S912 Special Subject in Electrical Engineering and Computer Science,6.S912,[],[],Covers subject matter not offered in the regular curriculum. 
6.S913 Special Subject in Electrical Engineering and Computer Science,6.S913,[],[],Covers subject matter not offered in the regular curriculum. 
6.S914 Special Subject in Electrical Engineering and Computer Science,6.S914,[],[],Covers subject matter not offered in the regular curriculum. 
6.S915 Special Subject in Electrical Engineering and Computer Science,6.S915,[],[],Covers subject matter not offered in the regular curriculum. 
6.S916 Special Subject in Electrical Engineering and Computer Science,6.S916,[],[],Covers subject matter not offered in the regular curriculum. 
6.S917 Special Subject in Electrical Engineering and Computer Science,6.S917,[],[],Covers subject matter not offered in the regular curriculum. 
6.S918 Special Subject in Electrical Engineering and Computer Science,6.S918,[],[],Covers subject matter not offered in the regular curriculum. 
6.S919 Special Subject in Electrical Engineering and Computer Science,6.S919,[],[],Covers subject matter not offered in the regular curriculum. 
6.S963-6.S967 Special Studies: EECS,6.S963-6.S967,[],[],Opportunity for study of graduate-level topics related to electrical engineering and computer science but not included elsewhere in the curriculum. Registration under this subject normally used for situations involving small study groups. Normal registration is for 12 units. Registration subject to approval of professor in charge. Consult the department for details. 
6.S974 Special Subject in Electrical Engineering and Computer Science,6.S974,[],[],Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S975 Special Subject in Electrical Engineering and Computer Science,6.S975,[],[],Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
