course_title,course_code,prereq_courses,same_subjects,course_desc
21W.758 Genre Fiction Workshop,21W.758,[],[],"Students read texts in genres such as fantasy, science fiction, historical fiction, noir, and horror, typically focusing on one genre exclusively in a given semester. Formats may include short stories, novels, films, TV shows and other narrative media. Considers genre protocols and how to write within the restrictions and freedoms associated with each genre. Students write fiction within a genre (or ""between"" genres) for roundtable workshopping. Intended for students with prior creative writing experience. Limited to 15."
21W.759 Writing Science Fiction,21W.759,[],[],"Students write and read science fiction and analyze and discuss stories written for the class. For the first eight weeks, readings in contemporary science fiction accompany lectures and formal writing assignments intended to illuminate various aspects of writing craft as well as the particular problems of writing science fiction. The rest of the term is given to roundtable workshops on students' stories. "
21W.762 Poetry Workshop,21W.762,[],[],"For students with some previous experience in poetry writing. Frequent assignments stress use of language, diction, word choice, line breaks, imagery, mood, and tone. Considers the functions of memory, imagination, dreams, poetic impulses. Throughout the term, students examine the work of published poets. Revision stressed. "
21W.763[J] Transmedia Storytelling: Modern Science Fiction,21W.763[J],[],['CMS.309[J]'],"Explores transmedia storytelling by investigating how science fiction stories are told across different media, such as the short story, the novel, the screenplay, moving image, and games. Students consider issues of aesthetics, authorship, and genre, while also contextualizing discussion within the broader framework of the political issues raised by film, TV, and other kinds of science fiction texts. Students taking graduate version complete additional assignments. "
21W.764[J] The Word Made Digital,21W.764[J],[],['CMS.609[J]'],"Video games, digital art and literature, online texts, and source code are analyzed in the contexts of history, culture, and computing platforms. Approaches from poetics and computer science are used to understand the non-narrative digital uses of text. Students undertake critical writing and creative computer projects to encounter digital writing through practice. This involves reading and modifying computer programs; therefore previous programming experience, although not required, will be helpful. Students taking graduate version complete additional assignments. Limited to 18."
21W.765[J] Interactive Narrative,21W.765[J],[],"['21L.489[J]', 'CMS.618[J]']","Provides a workshop environment for understanding interactive narrative (print and digital) through critical writing, narrative theory, and creative practice. Covers important multisequential books, hypertexts, and interactive fictions. Students write critically, and give presentations, about specific works; write a short multisequential fiction; and develop a digital narrative system, which involves significant writing and either programming or the structuring of text. Programming ability helpful. "
21W.766 Writing Fantasy (New),21W.766,[],[],"Explores the popularity and structure of Fantasy as a genre in films, games, and literature. Students read articles and novels and write exercises and stories in the genre. Intended for students with prior creative writing experience. Limited to 10."
21W.768[J] Games and Culture,21W.768[J],[],"['CMS.616[J]', 'WGS.125[J]']",See description under subject CMS.616[J]. 
21W.770 Advanced Fiction Workshop,21W.770,[],[],"For students with some experience in writing fiction. Write longer works of fiction and short stories which are related or interconnected. Read short story collections by individual writers, such as Sandra Cisneros, Raymond Carver, Edward P. Jones, and Tillie Olsen, and discuss them critically and analytically, with attention to the ways in which the writers' choices about component parts contribute to meaning. In-class exercises and weekly workshops of student work focus on sources of story material, characterization, structure, narrative voice, point of view and concrete detail. Concentration on revision. "
21W.771 Advanced Poetry Workshop,21W.771,[],[],For students experienced in writing poems. Regular reading of published contemporary poets and weekly submission of manuscripts for class review and criticism. Students expected to do a substantial amount of rewriting and revision. Classwork supplemented with individual conferences. 
21W.773 Writing Longer Fiction,21W.773,[],[],"Designed for students who have some experience in writing fiction and want to try longer forms like the novella and novel. Students interested in writing a novel are expected to produce at least two chapters and an outline of the complete work. Readings include several novels from Fitzgerald to the present, and novellas from Gogol's The Overcoat to current examples. Students discuss one another's writing in a roundtable workshop, with a strong emphasis on revision. "
21W.774[J] Playwriting Methods,21W.774[J],[],['21M.607[J]'],See description under subject 21M.607[J]. Enrollment limited.
21W.775 Writing about Nature and Environmental Issues,21W.775,[],[],"Focuses on traditional nature writing and the environmentalist essay. Students keep a web log as a journal. Writings are drawn from the tradition of nature writing and from contemporary forms of the environmentalist essay. Authors include Henry Thoreau, Loren Eiseley, Annie Dillard, Chet Raymo, Sue Hubbel, Rachel Carson, Bill McKibben, and Terry Tempest Williams. Limited to 18."
21W.776[J] Screenwriting,21W.776[J],[],['21M.608[J]'],See description under subject 21M.608[J]. Enrollment limited.
21W.777 Science Writing in Contemporary Society,21W.777,[],[],"Drawing in part from their own interests and ideas, students write about science within various cultural contexts using an array of literary and reportorial tools. Studies the work of contemporary science writers, such as David Quammen and Atul Gawande, and examines the ways in which science and technology are treated in media and popular culture. Discussions focus on students' writing and address topics such as false equivalency, covering controversy, and the attenuation of initial observations. Emphasizes long-form narratives; also looks at blogs, social media, and other modes of communication. Not a technical writing class. "
21W.778 Science Journalism,21W.778,[],[],"An introduction to print daily journalism and news writing, focusing on science news writing in general, and medical writing in particular. Emphasis is on writing clearly and accurately under deadline pressure. Class discussions involve the realities of modern journalism, how newsrooms function, and the science news coverage in daily publications. Discussions of, and practice in, interviewing and various modes of reporting. In class, students write numerous science news stories on deadline. There are additional longer writing assignments outside of class. Enrollment limited."
21W.786[J] Social Justice and The Documentary Film,21W.786[J],[],['CMS.336[J]'],Explores the history and current state of social-issue documentary. Examines how cultural and political upheaval and technological change have converged at different moments to bring about new waves of activist documentary film production. Particular focus on films and other non-fiction media of the present and recent past. Students screen and analyze a series of key films and work in groups to produce their own short documentary using digital video and computer-based editing. Students taking graduate version complete additional assignments. Limited to 18.
"21W.787 Film, Music, and Social Change: Intersections of Media and Society",21W.787,[],[],"Examines films from the 1950s onward that document music subcultures and moments of social upheaval. Combines screening films about free jazz, glam rock, punk, reggae, hip-hop, and other genres with an examination of critical/scholarly writings to illuminate the connections between film, popular music, and processes of social change. Students critique each film in terms of the social, political, and cultural world it documents, and the historical context and effects of the film's reception. Students taking graduate version complete additional assignments. Limited to 18."
"21W.788[J] South Asian America: Transnational Media, Culture, and History",21W.788[J],[],['CMS.334[J]'],"Examines the history of South Asian immigration, sojourning, and settlement from the 1880s to the present. Focuses on the US as one node in the global circulation, not only of people, but of media, culture and ideas, through a broader South Asian diaspora. Considers the concept of ""global media"" historically; emphasis on how ideas about, and self-representations of, South Asians have circulated via books, political pamphlets, performance, film, video/cassette tapes, and the internet. Students analyze and discuss scholarly writings, archival documents, memoirs, fiction, blogs and films, and write papers drawing on course materials, lectures, and discussions. Limited to 18."
21W.790[J] Short Attention Span Documentary,21W.790[J],[],['CMS.335[J]'],"Focuses on the production of short (1- to 5-minute) digital video documentaries: a form of non-fiction filmmaking that has proliferated in recent years due to the ubiquity of palm-sized and mobile phone cameras and the rise of web-based platforms, such as YouTube. Students shoot, edit, workshop and revise a series of short videos meant to engage audiences in a topic, introduce them to new ideas, and/or persuade them. Screenings and discussions cover key principles of documentary film - narrative, style, pace, point of view, argument, character development - examining how they function and change in short format. Students taking graduate version complete additional assignments. Limited to 16."
21W.791[J] Network Cultures,21W.791[J],[],['CMS.614[J]'],See description under subject CMS.614[J]. 
21W.792 Science Writing Internship,21W.792,[],[],Students developing professional writing and publishing skills in part-time internships with Boston area media companies can apply to receive credit. Students planning to take this subject must contact the instructor by the end of November (if they are applying for spring semester) or the end of May (if they are applying for the fall semester). 
21W.794 Graduate Technical Writing Workshop,21W.794,[],[],"Designed to improve the student's ability to communicate technical information. Covers central communication concepts and techniques, including audience, discourse, and genre analysis; strategies for effectively managing, integrating, and documenting information from sources; and methods of structuring information for coherence and credibility. Assignments include an abstract, a literature review, and an oral presentation; students provide feedback to each other. Limited to graduate engineering students based on results of the Graduate Writing Exam."
"21W.798, 21W.799 Independent Study in Writing","21W.798, 21W.799",[],[],Primarily for students pursuing advanced writing projects with the assistance of a member of the Writing Program. Students electing this subject must secure the approval of the director of the Writing Program and its Committee on Curriculum. Normal maximum is 6 units; exceptional 9-unit projects occasionally approved. HASS credit awarded only by individual petition to the Subcommittee on the HASS Requirement; minimum of 9 units required for HASS credit. 21W.798 is P/D/F. 
"21W.820[J] Writing: Science, Technology, and Society",21W.820[J],['21H.991'],['TS.477[J]'],"Examination of different ""voices"" used to consider issues of scientific, technological, and social concern. Students write frequently and choose among a variety of non-fiction forms: historical writing, social analysis, political criticism, and policy reports. Instruction in expressing ideas clearly and in organizing a thesis-length work. Reading and writing on three case studies drawn from the history of science; the cultural study of technology and science; and policy issues. "
21W.822 Science Writing Thesis Development and Workshop,21W.822,['21W.THG'],[],"Develops abilities to produce long-form pieces of science-based journalism, with a focus on constructing multiple narratives, source building and interview techniques, rewriting and working with editors. Students also hone their ability to shape their classmates' work. "
21W.823 Lab Experience for Science Writers,21W.823,['21W.825'],[],"During the fall or IAP, students conduct 20 hours of observation in a lab of their choosing that is outside their previous scientific experience. Participation in the work of the lab encouraged. In the spring, students make an in-class presentation and submit a written report of publication quality. Preference to students in the Graduate Program in Science Writing."
"21W.824 Making Documentary: Audio, Video, and More",21W.824,[],[],"Focuses on the technical demands of long-form storytelling in sound and picture. Students build practical writing and production skills through a series of assignments: still photo-text works, audio-only documentaries, short video projects (4-6 minutes), and a semester-long, team-produced video science documentary (12-15 minutes). Readings, screenings and written work hone students' analytical capacity. Students taking the graduate version complete additional assignments. Students from the Graduate Program in Science Writing center their work on topics in science, technology, engineering, and/or medicine. Limited to 7."
21W.825 Advanced Science Writing Seminar I,21W.825,[],[],"First term of year-long graduate sequence in science writing offers students intensive workshops and critiques of their own writing, and that of published books, articles, and essays; discussions of ethical and professional issues; study of science and scientists in historical and social context; analysis of recent events in science and technology. Emphasis throughout on developing skills and habits of mind that enable the science writer to tackle scientifically formidable material and write about it for ordinary readers. Topics include the tools of research, conceived in its broadest sense- including interviewing, websites, archives, scientific journal articles; science journalism, including culture of the newsroom and magazine-style journalism; science essays. Considerable attention to science writing's audiences, markets, and publics and the special requirements of each. "
21W.826 Advanced Science Writing Seminar II,21W.826,['21W.825'],[],"Topics include research for writers, science journalism, and essays; literary science writing, and the social and historical context of science and technology. Includes seminars, lectures, and student writing workshops. Special emphasis on the science essay and on literary and imaginative science writing that employs traditionally fictive devices in nonfiction, including scene-setting and storytelling. Assignments cover science essays, writing on particular disciplines, and investigative and critical science journalism. "
21W.890 Short Attention Span Documentary,21W.890,[],[],"Focuses on the production of short (1- to 5-minute) digital video documentaries: a form of non-fiction filmmaking that has proliferated in recent years due to the ubiquity of palm-sized and mobile phone cameras and the rise of web-based platforms, such as YouTube. Students shoot, edit, workshop and revise a series of short videos meant to engage audiences in a topic, introduce them to new ideas, and/or persuade them. Screenings and discussions cover key principles of documentary film - narrative, style, pace, point of view, argument, character development - examining how they function and change in short format. Students taking graduate version complete additional assignments. Limited to 16."
21W.892 Science Writing Internship,21W.892,[],[],"Field placements tailored to the individual backgrounds of the students enrolled, involving varying degrees of faculty participation and supervision. "
21W.898 Graduate Independent Study in Writing,21W.898,[],[],"Opportunity for advanced independent study of  writing under regular supervision by a faculty member. Projects require prior approval, as well as a written proposal and a final report. "
21W.899 Graduate Independent Study in Writing,21W.899,[],[],"Opportunity for advanced independent study of  writing under regular supervision by a faculty member. Projects require prior approval, as well as a written proposal and a final report. "
21W.S60 Special Subject: Writing,21W.S60,[],[],Seminar or lecture on a topic that is not covered in the regular curriculum. 
21W.S96 Special Subject: Writing,21W.S96,[],[],Seminar or lecture on a topic that is not covered in the regular curriculum. 
21W.THT Writing Pre-Thesis Tutorial,21W.THT,[],[],Definition of and early stage work on a thesis project leading to 21W.THU. Taken during the first term of a student's two-term commitment to the thesis project. Student works closely with an individual faculty tutor. Required of all students pursuing a full major in Course 21W. Joint majors register for 21.THT. 
21W.THU Writing Program Thesis,21W.THU,['21W.THT'],[],"Completion of work on the senior major thesis under the supervision of a faculty tutor. Includes oral presentation of the thesis progress early in the term, assembling and revising the final text, and a final meeting with a committee of faculty evaluators to discuss the successes and limitations of the project. Required of students pursuing a full major in Course 21W. Joint majors register for 21.THU. "
21W.THG Graduate Thesis,21W.THG,[],[],"Research and writing of thesis in consultation with faculty, including individual meetings and group seminars, undertaken over the course of one year. "
21W.UR Research in Writing,21W.UR,[],[],Individual participation in an ongoing research project. For students in the Undergraduate Research Opportunities Program. 
21W.URG Research in Writing,21W.URG,[],[],Individual participation in an ongoing research project. For students in the Undergraduate Research Opportunities Program. 
22.00 Introduction to Modeling and Simulation,22.00,['18.03'],[],See description under subject 3.021. 
22.003 NEET Seminar: Renewable Energy Machines,22.003,[],[],Seminar for students enrolled in the Renewable Energy Machines NEET thread. Focuses on topics around renewable energy via guest lectures and research discussions. 
22.01 Introduction to Nuclear Engineering and Ionizing Radiation,22.01,[],[],"Provides an introduction to nuclear science and its engineering applications. Describes basic nuclear models, radioactivity, nuclear reactions and kinematics. Covers the interaction of ionizing radiation with matter, with an emphasis on radiation detection, radiation shielding, and radiation effects on human health. Presents energy systems based on fission and fusion nuclear reactions, as well as industrial and medical applications of nuclear science. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. "
"22.011 Nuclear Engineering: Science, Systems and Society",22.011,[],[],"Introduction to the basic physics of nuclear energy and radiation, with an emphasis on the unique attributes and challenges of nuclear energy as a low-carbon solution. Discusses peaceful applications of ionizing radiation, such as reactors for materials science research, nuclear medicine, and security initiatives. Explores fission energy, establishing the scientific, engineering, and economic basis for power reactors. Describes the latest advances in nuclear reactor technology. Introduces magnetic fusion energy research, with lectures covering the scientific and engineering basis of tokamaks, the state-of-the-art in world fusion experiments, and the MIT vision for a high-magnetic field fusion reactor. Uses radiation detection equipment to explore radioactivity in everyday life.  Subject can count toward the 6-unit discovery-focused credit limit for first year students. "
22.014 Ethics for Engineers,22.014,[],[],See description under subject 10.01. 
22.02 Introduction to Applied Nuclear Physics,22.02,['8.03'],[],"Covers basic concepts of nuclear physics with emphasis on nuclear structure and interactions of radiation with matter. Topics include elementary quantum theory; nuclear forces; shell structure of the nucleus; alpha, beta and gamma radioactive decays; interactions of nuclear radiations (charged particles, gammas, and neutrons) with matter; nuclear reactions; fission and fusion. "
22.022 Quantum Technology and Devices,22.022,"['8.04', '22.02']",[],"Examines the unique features of quantum theory to generate technologies with capabilities beyond any classical device. Introduces fundamental concepts in applied quantum mechanics, tools and applications of quantum technology, with a focus on quantum information processing beyond quantum computation. Includes discussion of quantum devices and experimental platforms drawn from active research in academia and industry. Students taking graduate version complete additional assignments. "
22.03[J] Introduction to Design Thinking and Rapid Prototyping,22.03[J],[],['3.0061[J]'],"Focuses on design thinking, an iterative process that uses divergent and convergent thinking to approach design problems and prototype and test solutions. Includes experiences in creativity, problem scoping, and rapid prototyping skills. Skills are built over the course of the semester through design exercises and projects. Enrollment limited; preference to Course 22  Course 3 majors and minors, and NEET students."
22.033 Nuclear Systems Design Project,22.033,[],[],"Group design project involving integration of nuclear physics, particle transport, control, heat transfer, safety, instrumentation, materials, environmental impact, and economic optimization. Provides opportunity to synthesize knowledge acquired in nuclear and non-nuclear subjects and apply this knowledge to practical problems of current interest in nuclear applications design. Past projects have included using a fusion reactor for transmutation of nuclear waste, design and implementation of an experiment to predict and measure pebble flow in a pebble bed reactor, and development of a mission plan for a manned Mars mission including the conceptual design of a nuclear powered space propulsion system and power plant for the Mars surface, a lunar/Martian nuclear power station and the use of nuclear plants to extract oil from tar sands. Students taking graduate version complete additional assignments. "
"22.039 Integration of Reactor Design, Operations, and Safety",22.039,"['22.05', '22.06']",[],"Covers the integration of reactor physics and engineering sciences into nuclear power plant design, focusing on designs projected to be used in the first half of this century. Topics include materials issues in plant design and operations, aspects of thermal design, fuel depletion and fission-product poisoning, and temperature effects on reactivity. Addresses safety considerations in regulations and operations, such as the evolution of the regulatory process, the concept of defense in depth, general design criteria, accident analysis, probabilistic risk assessment, and risk-informed regulations.  Students taking graduate version complete additional assignments. "
22.04[J] Social Problems of Nuclear Energy,22.04[J],[],['TS.084[J]'],"Surveys the major social challenges for nuclear energy. Topics include the ability of nuclear power to help mitigate climate change; challenges associated with ensuring nuclear safety; the effects of nuclear accidents; the management of nuclear waste; the linkages between nuclear power and nuclear weapons, the consequences of nuclear war; and political challenges to the safe and economic regulation of the nuclear industry. Weekly readings presented from both sides of the debate, followed by in-class discussions. Instruction and practice in oral and written communication provided. Limited to 18."
22.042 Modeling with Machine Learning: Nuclear Science and Engineering Applications,22.042,"['18.02|18.02A|18.022|18.024', '6.0001', '6.402']",[],"Building on core material in 6.402, focuses on applying various machine learning techniques to a broad range of topics which are of core value in modern nuclear science and engineering. Relevant topics include machine learning on fusion and plasma diagnosis, reactor physics and nuclear fission, nuclear materials properties, quantum engineering and nuclear materials, and nuclear security. Special components center on the additional machine learning architectures that are most relevant to a certain field, the implementation, and picking up the right problems to solve using a machine learning approach. Final project dedicated to the field-specific applications. Students taking graduate version complete additional assignments. Students cannot receive credit without simultaneous completion of the core subject 6.402. "
22.05 Neutron Science and Reactor Physics,22.05,"['18.03', '22.01', '1.000', '2.086', '6.0002', '12.010']",[],"Introduces fundamental properties of the neutron. Covers reactions induced by neutrons, nuclear fission, slowing down of neutrons in infinite media, diffusion theory, the few-group approximation, point kinetics, and fission-product poisoning. Emphasizes the nuclear physics bases of reactor design and its relationship to reactor engineering problems. "
22.051 Systems Analysis of the Nuclear Fuel Cycle,22.051,['22.05'],[],"Studies the relationship between technical and policy elements of the nuclear fuel cycle. Topics include uranium supply, enrichment, fuel fabrication, in-core reactivity and fuel management of uranium and other fuel types, used fuel reprocessing, and waste disposal. Presents principles of fuel cycle economics and the applied reactor physics of both contemporary and proposed thermal and fast reactors. Examines nonproliferation aspects, disposal of excess weapons plutonium, and transmutation of long lived radioisotopes in spent fuel. Several state-of-the-art computer programs relevant to reactor core physics and heat transfer are provided for student use in problem sets and term papers.  Students taking graduate version complete additional assignments. "
22.054[J] Materials Performance in Extreme Environments,22.054[J],"['3.032', '3.044']",['3.154[J]'],See description under subject 3.154[J]. 
22.055 Radiation Biophysics,22.055,[],[],"Provides a background in sources of radiation with an emphasis on terrestrial and space environments and on industrial production. Discusses experimental approaches to evaluating biological effects resulting from irradiation regimes differing in radiation type, dose and dose-rate. Effects at the molecular, cellular, organism, and population level are examined. Literature is reviewed identifying gaps in our understanding of the health effects of radiation, and responses of regulatory bodies to these gaps is discussed. Students taking graduate version complete additional assignments. "
22.06 Engineering of Nuclear Systems,22.06,['2.005'],[],"Using the basic principles of reactor physics, thermodynamics, fluid flow and heat transfer, students examine the engineering design of nuclear power plants. Emphasizes light-water reactor technology, thermal limits in nuclear fuels, thermal-hydraulic behavior of the coolant, nuclear safety and dynamic response of nuclear power plants. "
22.061 Fusion Energy,22.061,['22.01'],[],"Surveys the fundamental science and engineering required to generate energy from controlled nuclear fusion. Topics include nuclear physics governing fusion fuel choice and fusion reactivity, physical conditions required to achieve net fusion energy, plasma physics of magnetic confinement, overview of fusion energy concepts, material challenges in fusion systems, superconducting magnet engineering, and fusion power conversion to electricity. Includes in-depth visits at the MIT Plasma Science and Fusion Center and active learning laboratories to reinforce lecture topics. "
22.071 Analog Electronics From Circuits to the Zero-Carbon Grid,22.071,['18.03'],[],"Studies the physical characteristics of different sources of electrical energy and how they can work together to make low/zero-carbon grids a reality. Covers analog electronics, passive components and power systems to understand how basic circuits, filters, and grid-scale power systems work. RLC passive components, resistance models, impedance, resonances, first/second order filter design. Integration of concepts into a simple circuit with user-centric functional requirements. Basics of power systems, transmission, frequency and impedance matching, grid infrastructure and instabilities. Models of power generation, focusing on clean energy systems. Labs include fundamentals of analog electronics, design activities, and physical microgrid simulation and analysis. Limited to 20."
22.072 Corrosion: The Environmental Degradation of Materials,22.072,[],[],"Applies thermodynamics and kinetics of electrode reactions to aqueous corrosion of metals and alloys. Application of advanced computational and modeling techniques to evaluation of materials selection and susceptibility of metal/alloy systems to environmental degradation in aqueous systems. Discusses materials degradation problems in marine environments, oil and gas production, and energy conversion and generation systems, including fossil and nuclear.  Students taking graduate version complete additional assignments.  "
22.074 Radiation Damage and Effects in Nuclear Materials,22.074,[],[],"Studies the origins and effects of radiation damage in structural materials for nuclear applications. Radiation damage topics include formation of point defects, defect diffusion, defect reaction kinetics and accumulation, and differences in defect microstructures due to the type of radiation (ion, proton, neutron). Radiation effects topics include detrimental changes to mechanical properties, phase stability, corrosion properties, and differences in fission and fusion systems. Term project required. Students taking graduate version complete additional assignments. "
22.078 Principles of Nuclear Chemical Engineering and Waste Management,22.078,[],[],"Introduces scientific and engineering aspects of chemical engineering and waste management applied to reactors and the fuel cycle. Includes chemical behavior in reactors (normal and accident), spent nuclear fuel aging, separation processes in reprocessing (aqueous, pryo, and molten salt), and waste treatment processes. Addresses management of radioactive wastes, including waste forms, classification, fundamental principles, governing equations for radionuclide transport in the environment, performance assessment of geological waste disposal systems, and implications of advanced fuel cycles.  Students taking graduate version complete additional assignments. "
22.081[J] Introduction to Sustainable Energy,22.081[J],[],"['2.650[J]', '10.291[J]']","Assessment of current and potential future energy systems. Covers resources, extraction, conversion, and end-use technologies, with emphasis on meeting 21st-century regional and global energy needs in a sustainable manner. Examines various renewable and conventional energy production technologies, energy end-use practices and alternatives, and consumption practices in different countries. Investigates their attributes within a quantitative analytical framework for evaluation of energy technology system proposals. Emphasizes analysis of energy propositions within an engineering, economic and social context. Students taking graduate version complete additional assignments. Limited to juniors and seniors."
22.09 Principles of Nuclear Radiation Measurement and Protection,22.09,['22.01'],[],"Combines lectures, demonstrations, and experiments. Review of radiation protection procedures and regulations; theory and use of alpha, beta, gamma, and neutron detectors; applications in imaging and dosimetry; gamma-ray spectroscopy; design and operation of automated data acquisition experiments using virtual instruments. Meets with graduate subject 22.90, but homework assignments and examinations differ. Instruction and practice in written communication provided. "
"22.091, 22.093 Independent Project in Nuclear Science and Engineering","22.091, 22.093",[],[],"For undergraduates who wish to conduct a one-term project of theoretical or experimental nature in the field of nuclear engineering, in close cooperation with individual staff members. Topics and hours arranged to fit students' requirements. Projects require prior approval by the Course 22 Undergraduate Office. 22.093 is graded P/D/F. "
22.099 Topics in Nuclear Science and Engineering,22.099,[],[],Provides credit for work on material in nuclear science and engineering outside of regularly scheduled subjects. Intended for study abroad with a student exchange program or an approved one-term or one-year study abroad program. Credit may be used to satisfy specific SB degree requirements. Requires prior approval. Consult department. 
22.S092-22.S094 Special Subject in Nuclear Science and Engineering,22.S092-22.S094,[],[],Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum. 
22.S095 Special Subject in Nuclear Science and Engineering,22.S095,[],[],Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum. 
22.S097 Special Subject in Nuclear Science and Engineering,22.S097,[],[],Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum. 
22.EPE UPOP Engineering Practice Experience,22.EPE,['2.EPW'],[],See description under subject 2.EPE. 
22.EPW UPOP Engineering Practice Workshop,22.EPW,[],[],See description under subject 2.EPW. Enrollment limited.
22.THT Undergraduate Thesis Tutorial,22.THT,[],[],A series of lectures on prospectus and thesis writing. Students select a thesis topic and a thesis advisor who reviews and approves the prospectus for thesis work in the spring term. 
22.THU Undergraduate Thesis,22.THU,['22.THT'],[],"Program of research, leading to the writing of an SB thesis, to be arranged by the student and appropriate MIT faculty member. See department undergraduate headquarters. "
22.UR Undergraduate Research Opportunities Program,22.UR,[],[],"The Undergraduate Research Opportunities Program is an excellent way for undergraduate students to become familiar with the Department of Nuclear Engineering. Student research as a UROP project has been conducted in areas of fission reactor studies, utilization of fusion devices, applied radiation research, and biomedical applications. Projects include the study of engineering aspects for both fusion and fission energy sources. "
22.URG Undergraduate Research Opportunities Program,22.URG,[],[],"The Undergraduate Research Opportunities Program is an excellent way for undergraduate students to become familiar with the department of Nuclear Science and Engineering. Student research as a UROP project has been conducted in areas of fission reactor studies, utilization of fusion devices, applied radiation physics research, and biomedical applications. Projects include the study of engineering aspects for fusion and fission energy sources, and utilization of radiations. "
22.11 Applied Nuclear Physics,22.11,['22.02'],[],"Introduction to nuclear structure, reactions, and radioactivity. Review of quantization, the wave function, angular momentum and tunneling. Simplified application to qualitative understanding of nuclear structure. Stable and unstable isotopes, radioactive decay, decay products and chains. Nuclear reactions, cross-sections, and fundamental forces, and the resulting phenomena. "
"22.12 Radiation Interactions, Control, and Measurement",22.12,['8.02'],[],"The interaction, attenuation, and biological effects of penetrating radiation, especially neutrons and photons. Physical processes of radiation scattering and absorption, and their cross-sections. Outline of health physics. Biological effects of radiation, and its quantification. Principles of radiation shielding, detection, dosimetry and radiation protection. "
22.13 Nuclear Energy Systems,22.13,"['2.005', '22.01']",[],"Introduction to generation of energy from nuclear reactions. Characteristics of nuclear energy. Fission cross-sections, criticality, and reaction control. Basic considerations of fission reactor engineering, thermal hydraulics, and safety. Nuclear fuel and waste characteristics. Fusion reactions and the character and conditions of energy generation. Plasma physics and approaches to achieving terrestrial thermonuclear fusion energy. "
22.14 Materials in Nuclear Engineering,22.14,['3.091|5.111|5.112'],[],"Introduces the fundamental phenomena of materials science with special attention to radiation and harsh environments. Materials lattices and defects and the consequent understanding of strength of materials, fatigue, cracking, and corrosion. Coulomb collisions of charged particles; their effects on structured materials; damage and defect production, knock-ons, transmutation, cascades and swelling. Materials in fission and fusion applications: cladding, waste, plasma-facing components, blankets. "
22.15 Essential Numerical Methods,22.15,['12.010'],[],"Introduces computational methods for solving physical problems in nuclear applications. Ordinary and partial differential equations for particle orbit, and fluid, field, and particle conservation problems; their representation and solution by finite difference numerical approximations. Iterative matrix inversion methods. Stability, convergence, accuracy and statistics. Particle representations of Boltzmann's equation and methods of solution such as Monte-Carlo and particle-in-cell techniques. "
22.16 Nuclear Technology and Society,22.16,['22.01'],[],"Introduces the societal context and challenges for nuclear technology. Major themes include economics and valuation of nuclear power, interactions with government and regulatory frameworks; safety, quantification of radiation hazards, and public attitudes to risk. Covers policies and methods for limiting nuclear-weapons proliferation, including nuclear detection, materials security and fuel-cycle policy. "
22.211 Nuclear Reactor Physics I,22.211,['22.05'],[],"Provides an overview of reactor physics methods for core design and analysis. Topics include nuclear data, neutron slowing down, homogeneous and heterogeneous resonance absorption, calculation of neutron spectra, determination of group constants, nodal diffusion methods, Monte Carlo simulations of reactor core reload design methods. "
22.212 Nuclear Reactor Analysis II,22.212,['22.211'],[],"Addresses advanced topics in nuclear reactor physics with an additional focus towards computational methods and algorithms for neutron transport. Covers current methods employed in lattice physics calculations, such as resonance models, critical spectrum adjustments, advanced homogenization techniques, fine mesh transport theory models, and depletion solvers. Also presents deterministic transport approximation techniques, such as the method of characteristics, discrete ordinates methods, and response matrix methods. "
22.213 Nuclear Reactor Physics III,22.213,['22.211'],[],"Covers numerous high-level topics in nuclear reactor analysis methods and builds on the student's background in reactor physics to develop a deep understanding of concepts needed for time-dependent nuclear reactor core physics, including coupled non-linear feedback effects. Introduces numerical algorithms needed to solve real-world time-dependent reactor physics problems in both diffusion and transport. Additional topics include iterative numerical solution methods (e.g., CG, GMRES, JFNK, MG), nonlinear accelerator methods, and numerous modern time-integration techniques. "
22.251 Systems Analysis of the Nuclear Fuel Cycle,22.251,['22.05'],[],"Study of the relationship between the technical and policy elements of the nuclear fuel cycle. Topics include uranium supply, enrichment, fuel fabrication, in-core reactivity and fuel management of uranium and other fuel types, used fuel reprocessing and waste disposal. Principles of fuel cycle economics and the applied reactor physics of both contemporary and proposed thermal and fast reactors are presented. Nonproliferation aspects, disposal of excess weapons plutonium, and transmutation of long lived radioisotopes in spent fuel are examined. Several state-of-the-art computer programs relevant to reactor core physics and heat transfer are provided for student use in problem sets and term papers. Students taking graduate version complete additional assignments. "
22.312 Engineering of Nuclear Reactors,22.312,"['2.001', '2.005']",[],"Engineering principles of nuclear reactors, emphasizing power reactors. Power plant thermodynamics, reactor heat generation and removal (single-phase as well as two-phase coolant flow and heat transfer), and structural mechanics. Engineering considerations in reactor design. "
22.313[J] Thermal Hydraulics in Power Technology,22.313[J],"['2.006', '10.302', '22.312']","['2.59[J]', '10.536[J]']","Emphasis on thermo-fluid dynamic phenomena and analysis methods for conventional and nuclear power stations. Kinematics and dynamics of two-phase flows. Steam separation. Boiling, instabilities, and critical conditions. Single-channel transient analysis. Multiple channels connected at plena. Loop analysis including single and two-phase natural circulation. Subchannel analysis. "
